match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
LA Rams vs. NY Giants,Isaiah Likely,playertotals-receptions,Under,4.5,Isaiah Likely (NYG) moins de 4.5,1.8696,"Likely, Isaiah",1.724,1.8209523809523809,0.549163179916318,2.6715481171548205,Total de réceptions Plus/Moins(Incl. Prolongations),4500437429,id1400003171515806
LA Rams vs. NY Giants,Cameron Skattebo,playertotals-receptions,Under,1.5,Cameron Skattebo (NYG) moins de 1.5,2.3,"Skattebo, Cameron",2.19,2.3105924596050267,0.4327894327894328,-0.4584304584304588,Total de réceptions Plus/Moins(Incl. Prolongations),4500437451,id1400003171515806
LA Rams vs. NY Giants,Malachi Fields,playertotals-receptions,Over,2.5,Malachi Fields (NYG) Plus de 2.5,2.25,"Fields, Malachi",2.14,2.2632821723730814,0.4418362023995827,-0.5868544600938885,Total de réceptions Plus/Moins(Incl. Prolongations),4500150597,id1400003171515806
LA Rams vs. NY Giants,Kyren Williams,playertotals-receptions,Under,2.5,Kyren Williams (LAR) moins de 2.5,1.7408,"Williams, Kyren",1.662,1.7554545454545454,0.5696530295183843,-0.8348006214396686,Total de réceptions Plus/Moins(Incl. Prolongations),4497681593,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-interceptions,Under,0.5,Jaxson Dart (NYG) moins de 0.5,1.7408,"Dart, Jaxson",1.699,1.7939252336448597,0.5574368325084658,-2.9613961969262803,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4509458031,id1400003171515806
LA Rams vs. NY Giants,Blake Corum,playertotals-rushattempts,Under,10.5,Blake Corum (LAR) moins de 10.5,2.0,"Corum, Blake",1.952,2.0649208947081292,0.48428005284015846,-3.143989431968308,Joueur tentative de gain par la course (prolongations incluses),4501193388,id1400003171515806
LA Rams vs. NY Giants,Malik Nabers,playertotals-receptions,Under,5.5,Malik Nabers (NYG) moins de 5.5,1.8696,"Nabers, Malik",1.84,1.9426229508196724,0.5147679324894514,-3.7589873417721686,Total de réceptions Plus/Moins(Incl. Prolongations),4500619599,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-interceptions,Over,0.5,Matthew Stafford (LAR) Plus de 0.5,2.0,"Stafford, Matthew",1.97,2.0830126443100605,0.48007389812615464,-3.9852203747690718,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4509458032,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-tdpasses,Over,1.5,Matthew Stafford (LAR) Plus de 1.5,1.5,"Stafford, Matthew",1.48,1.5648854961832062,0.6390243902439025,-4.146341463414638,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497680185,id1400003171515806
LA Rams vs. NY Giants,Terrance Ferguson,playertotals-receptions,Under,2.5,Terrance Ferguson (LAR) moins de 2.5,1.7408,"Ferguson, Terrance",1.714,1.8320388349514563,0.5458399576046635,-4.980180180180183,Total de réceptions Plus/Moins(Incl. Prolongations),4530161765,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-tdpasses,Under,1.5,Jaxson Dart (NYG) moins de 1.5,1.3847,"Dart, Jaxson",1.401,1.4797945205479452,0.6757694978014348,-6.4261976394353155,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497682137,id1400003171515806
LA Rams vs. NY Giants,Davante Adams,playertotals-receptions,Under,5.5,Davante Adams (LAR) moins de 5.5,1.6667,"Adams, Davante",1.675,1.7900943396226412,0.5586297760210804,-6.893175230566517,Total de réceptions Plus/Moins(Incl. Prolongations),4530161709,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-rushyards,Over,31.5,Jaxson Dart (NYG) Plus de 31.5,1.8334,"Dart, Jaxson",1.869,1.974960876369327,0.506339144215531,-7.167781299524556,Total de yards à la course du joueur Plus/Moins (Incl. Prolongations),4505443886,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-passattempts,Under,30.5,Jaxson Dart (NYG) moins de 30.5,1.7693,"Dart, Jaxson",1.806,1.912121212121212,0.5229793977812995,-7.469255150554666,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4529145944,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-passattempts,Over,32.5,Matthew Stafford (LAR) Plus de 32.5,1.7693,"Stafford, Matthew",1.813,1.9156565656565658,0.5220142367519114,-7.640021091484317,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4497680189,id1400003171515806
LA Rams vs. NY Giants,Odell Beckham Jr.,playertotals-receptions,Over,0.5,Odell Beckham Jr. (NYG) Plus de 0.5,1.6667,"Beckham Jr., Odell",1.714,1.8123222748815166,0.5517782426778243,-8.035120292887022,Total de réceptions Plus/Moins(Incl. Prolongations),4497680345,id1400003171515806
LA Rams vs. NY Giants,Davante Adams,playertotals-receivingyards,Over,62.5,Davante Adams (LAR) Plus de 62.5,1.8334,"Adams, Davante",1.877,2.0,0.5,-8.330000000000004,Total des yards après réception du joueur Plus/Moins(Incl. Prolongations),4534051984,id1400003171515806
LA Rams vs. NY Giants,Cameron Skattebo,playertotals-receivingyards,Under,11.5,Cameron Skattebo (NYG) moins de 11.5,1.8334,"Skattebo, Cameron",1.892,2.0,0.5,-8.330000000000004,Total des yards après réception du joueur Plus/Moins(Incl. Prolongations),4500437449,id1400003171515806
LA Rams vs. NY Giants,Cameron Skattebo,playertotals-receivingyards,Over,11.5,Cameron Skattebo (NYG) Plus de 11.5,1.8,"Skattebo, Cameron",1.892,2.0,0.5,-9.999999999999998,Total des yards après réception du joueur Plus/Moins(Incl. Prolongations),4500437448,id1400003171515806
LA Rams vs. NY Giants,Davante Adams,playertotals-receivingyards,Under,62.5,Davante Adams (LAR) moins de 62.5,1.8,"Adams, Davante",1.877,2.0,0.5,-9.999999999999998,Total des yards après réception du joueur Plus/Moins(Incl. Prolongations),4534051985,id1400003171515806
LA Rams vs. NY Giants,Odell Beckham Jr.,playertotals-receptions,Under,0.5,Odell Beckham Jr. (NYG) moins de 0.5,2.0,"Beckham Jr., Odell",2.11,2.2310385064177365,0.44822175732217573,-10.355648535564853,Total de réceptions Plus/Moins(Incl. Prolongations),4497680346,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-passattempts,Under,32.5,Matthew Stafford (LAR) moins de 32.5,1.8696,"Stafford, Matthew",1.98,2.0921125206839495,0.47798576324808856,-10.63578170313737,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4497680190,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-passattempts,Over,30.5,Jaxson Dart (NYG) Plus de 30.5,1.8696,"Dart, Jaxson",1.98,2.096345514950166,0.4770206022187005,-10.816228209191758,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4529145943,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-rushyards,Under,31.5,Jaxson Dart (NYG) moins de 31.5,1.8,"Dart, Jaxson",1.917,2.025682182985554,0.49366085578446905,-11.14104595879557,Total de yards à la course du joueur Plus/Moins (Incl. Prolongations),4505443887,id1400003171515806
LA Rams vs. NY Giants,Davante Adams,playertotals-receptions,Over,5.5,Davante Adams (LAR) Plus de 5.5,2.0,"Adams, Davante",2.12,2.2656716417910445,0.4413702239789197,-11.725955204216065,Total de réceptions Plus/Moins(Incl. Prolongations),4530161708,id1400003171515806
LA Rams vs. NY Giants,Terrance Ferguson,playertotals-receptions,Over,2.5,Terrance Ferguson (LAR) Plus de 2.5,1.9091,"Ferguson, Terrance",2.06,2.201866977829638,0.4541600423953365,-13.296306306306304,Total de réceptions Plus/Moins(Incl. Prolongations),4530161764,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-interceptions,Under,0.5,Matthew Stafford (LAR) moins de 0.5,1.6667,"Stafford, Matthew",1.819,1.9233502538071066,0.5199261018738454,-13.343916600686189,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4509458033,id1400003171515806
LA Rams vs. NY Giants,Blake Corum,playertotals-rushattempts,Over,10.5,Blake Corum (LAR) Plus de 10.5,1.6667,"Corum, Blake",1.833,1.9390368852459017,0.5157199471598415,-14.044956406869213,Joueur tentative de gain par la course (prolongations incluses),4501193387,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-tdpasses,Over,1.5,Jaxson Dart (NYG) Plus de 1.5,2.65,"Dart, Jaxson",2.92,3.0842255531763025,0.32423050219856514,-14.078916917380235,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497682136,id1400003171515806
