event_id,match,player,short_name,market,market_type_id,sport_market_id,child_market_id,market_sv,odd_id,selection,line,raw_sv,price,odd_status,is_main_bet
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850344,216+,216+,NYG|dst:player:489891,1.9091,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850345,226+,226+,NYG|dst:player:489891,2.1,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850346,236+,236+,NYG|dst:player:489891,2.35,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850347,246+,246+,NYG|dst:player:489891,2.7,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850348,256+,256+,NYG|dst:player:489891,3.1,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850349,266+,266+,NYG|dst:player:489891,3.6,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850350,276+,276+,NYG|dst:player:489891,4.25,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850351,286+,286+,NYG|dst:player:489891,5.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850352,296+,296+,NYG|dst:player:489891,6.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850353,306+,306+,NYG|dst:player:489891,7.25,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850354,316+,316+,NYG|dst:player:489891,9.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850355,326+,326+,NYG|dst:player:489891,11.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850356,336+,336+,NYG|dst:player:489891,14.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850357,346+,346+,NYG|dst:player:489891,18.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850358,356+,356+,NYG|dst:player:489891,21.0,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850359,206+,206+,NYG|dst:player:489891,1.6897,0,False
16514244,LA Rams vs. NY Giants,Jaxson Dart,Jaxson Dart (NYG),Joueur total de yards par la passe (Jaxson Dart (NYG))(prolongations incluses),2136,72891,1735303585,NYG|dst:player:489891,4511850360,196+,196+,NYG|dst:player:489891,1.5264,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249922,239+,239+,LAR|dst:player:269130,1.8696,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249923,249+,249+,LAR|dst:player:269130,2.0,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249924,259+,259+,LAR|dst:player:269130,2.2,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249925,269+,269+,LAR|dst:player:269130,2.4,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249926,279+,279+,LAR|dst:player:269130,2.7,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249927,289+,289+,LAR|dst:player:269130,3.0,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249928,299+,299+,LAR|dst:player:269130,3.4,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249929,309+,309+,LAR|dst:player:269130,3.85,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249930,319+,319+,LAR|dst:player:269130,4.3,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249931,329+,329+,LAR|dst:player:269130,5.0,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249932,339+,339+,LAR|dst:player:269130,5.75,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249933,349+,349+,LAR|dst:player:269130,6.75,0,False
16514244,LA Rams vs. NY Giants,Matthew Stafford,Matthew Stafford (LAR),Joueur total de yards par la passe (Matthew Stafford (LAR))(prolongations incluses),2136,72891,1735303584,LAR|dst:player:269130,4534249934,359+,359+,LAR|dst:player:269130,7.75,0,False
