event_id,match,player,short_name,market,market_type_id,sport_market_id,child_market_id,market_sv,odd_id,selection,line,raw_sv,price,odd_status,is_main_bet
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200864,209+,209+,ATL|dst:player:558289,2.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200865,219+,219+,ATL|dst:player:558289,2.55,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200866,229+,229+,ATL|dst:player:558289,2.85,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200867,239+,239+,ATL|dst:player:558289,3.3,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200868,249+,249+,ATL|dst:player:558289,3.85,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200869,259+,259+,ATL|dst:player:558289,4.4,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200870,269+,269+,ATL|dst:player:558289,5.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200871,279+,279+,ATL|dst:player:558289,6.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200872,289+,289+,ATL|dst:player:558289,7.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200873,299+,299+,ATL|dst:player:558289,9.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200874,309+,309+,ATL|dst:player:558289,11.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200875,319+,319+,ATL|dst:player:558289,14.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200876,329+,329+,ATL|dst:player:558289,17.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200877,179+,179+,ATL|dst:player:558289,1.6667,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200878,169+,169+,ATL|dst:player:558289,1.5,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200862,189+,189+,ATL|dst:player:558289,1.8334,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Cooper Rush,Cooper Rush (ATL),Joueur total de yards par la passe (Cooper Rush (ATL))(prolongations incluses),2136,72891,1739381658,ATL|dst:player:558289,4534200863,199+,199+,ATL|dst:player:558289,2.05,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458016,332+,332+,CAR|dst:player:382685,6.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458017,342+,342+,CAR|dst:player:382685,7.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458018,352+,352+,CAR|dst:player:382685,8.5,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458019,362+,362+,CAR|dst:player:382685,10.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458020,212+,212+,CAR|dst:player:382685,1.6897,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458021,202+,202+,CAR|dst:player:382685,1.5715,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458005,222+,222+,CAR|dst:player:382685,1.8696,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458006,232+,232+,CAR|dst:player:382685,2.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458007,242+,242+,CAR|dst:player:382685,2.2,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458008,252+,252+,CAR|dst:player:382685,2.4,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458009,262+,262+,CAR|dst:player:382685,2.65,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458010,272+,272+,CAR|dst:player:382685,2.95,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458011,282+,282+,CAR|dst:player:382685,3.3,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458012,292+,292+,CAR|dst:player:382685,3.75,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458013,302+,302+,CAR|dst:player:382685,4.25,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458014,312+,312+,CAR|dst:player:382685,4.75,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bryce Young,Bryce Young (CAR),Joueur total de yards par la passe (Bryce Young (CAR))(prolongations incluses),2136,72891,1735264711,CAR|dst:player:382685,4524458015,322+,322+,CAR|dst:player:382685,5.5,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bijan Robinson,Bijan Robinson (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Bijan Robinson (ATL)),2145,72900,1733184348,ATL|dst:player:374313,4502167748,1+,1+,ATL|dst:player:374313,1.5,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bijan Robinson,Bijan Robinson (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Bijan Robinson (ATL)),2145,72900,1733184348,ATL|dst:player:374313,4502167749,2+,2+,ATL|dst:player:374313,3.5,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Bijan Robinson,Bijan Robinson (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Bijan Robinson (ATL)),2145,72900,1733184348,ATL|dst:player:374313,4502167750,3+,3+,ATL|dst:player:374313,15.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Chuba Hubbard,Chuba Hubbard (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Chuba Hubbard (CAR)),2145,72900,1733184346,CAR|dst:player:264867,4502167744,3+,3+,CAR|dst:player:264867,21.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Chuba Hubbard,Chuba Hubbard (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Chuba Hubbard (CAR)),2145,72900,1733184346,CAR|dst:player:264867,4502167742,1+,1+,CAR|dst:player:264867,1.8,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Chuba Hubbard,Chuba Hubbard (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Chuba Hubbard (CAR)),2145,72900,1733184346,CAR|dst:player:264867,4502167743,2+,2+,CAR|dst:player:264867,5.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Drake London,Drake London (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Drake London (ATL)),2145,72900,1733184347,ATL|dst:player:308922,4502167745,1+,1+,ATL|dst:player:308922,2.7,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Drake London,Drake London (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Drake London (ATL)),2145,72900,1733184347,ATL|dst:player:308922,4502167746,2+,2+,ATL|dst:player:308922,10.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Drake London,Drake London (ATL),Total de Touchdowns du joueur (Incl. Prolongations) (Drake London (ATL)),2145,72900,1733184347,ATL|dst:player:308922,4502167747,3+,3+,ATL|dst:player:308922,71.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Tetairoa McMillan,Tetairoa McMillan (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Tetairoa McMillan (CAR)),2145,72900,1732959689,CAR|dst:player:484438,4501466810,1+,1+,CAR|dst:player:484438,2.7,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Tetairoa McMillan,Tetairoa McMillan (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Tetairoa McMillan (CAR)),2145,72900,1732959689,CAR|dst:player:484438,4501466811,2+,2+,CAR|dst:player:484438,10.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Tetairoa McMillan,Tetairoa McMillan (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Tetairoa McMillan (CAR)),2145,72900,1732959689,CAR|dst:player:484438,4501466812,3+,3+,CAR|dst:player:484438,71.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Jalen Coker,Jalen Coker (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Jalen Coker (CAR)),2145,72900,1733334648,CAR|dst:player:429190,4502657307,1+,1+,CAR|dst:player:429190,3.3,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Jalen Coker,Jalen Coker (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Jalen Coker (CAR)),2145,72900,1733334648,CAR|dst:player:429190,4502657308,2+,2+,CAR|dst:player:429190,16.0,0,False
16535340,ATL Falcons		 vs. CAR Panthers,Jalen Coker,Jalen Coker (CAR),Total de Touchdowns du joueur (Incl. Prolongations) (Jalen Coker (CAR)),2145,72900,1733334648,CAR|dst:player:429190,4502657309,3+,3+,CAR|dst:player:429190,101.0,0,False
