match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
CHI Bears	 vs. MIN Vikings,Aaron Jones,playertotals-rushattempts,Under,14.5,Aaron Jones (MIN) moins de 14.5,1.9091,"Jones, Aaron",1.645,1.7214912280701755,0.5808917197452229,10.8980382165605,Joueur tentative de gain par la course (prolongations incluses),4500315906,id1400003171515782
HOU Texans vs. CIN Bengals,Joe Burrow,playertotals-rushattempts,Over,2.5,Joe Burrow (CIN) Plus de 2.5,2.0,"Burrow, Joe",1.781,1.8645631067961168,0.5363186670137984,7.263733402759676,Joueur tentative de gain par la course (prolongations incluses),4496632306,id1400003171515784
LA Rams vs. NY Giants,Kyren Williams,playertotals-receptions,Under,2.5,Kyren Williams (LAR) moins de 2.5,1.7408,"Williams, Kyren",1.549,1.6374485596707817,0.6107062075898467,6.311736617240515,Total de réceptions Plus/Moins(Incl. Prolongations),4497681593,id1400003171515806
DEN Broncos	 vs. JAX Jaguars,Bo Nix,playertotals-rushattempts,Over,4.5,Bo Nix (DEN) Plus de 4.5,2.05,"Nix, Bo",1.854,1.9411167512690353,0.5151673640167365,5.609309623430958,Joueur tentative de gain par la course (prolongations incluses),4505202728,id1400003171515794
LA Rams vs. NY Giants,Isaiah Likely,playertotals-receptions,Under,4.5,Isaiah Likely (NYG) moins de 4.5,1.9091,"Likely, Isaiah",1.724,1.8209523809523809,0.549163179916318,4.8407426778242835,Total de réceptions Plus/Moins(Incl. Prolongations),4500437429,id1400003171515806
KC Chiefs vs. IND Colts,Rashee Rice,playertotals-receptions,Under,4.5,Rashee Rice (KC) moins de 4.5,2.1,"Rice, Rashee",1.917,2.0089473684210524,0.49777312025150644,4.532355252816367,Total de réceptions Plus/Moins(Incl. Prolongations),4502059398,id1400003171515804
DEN Broncos	 vs. JAX Jaguars,Courtland Sutton,playertotals-receptions,Under,3.5,Courtland Sutton (DEN) moins de 3.5,1.9524,"Sutton, Courtland",1.787,1.8717073170731706,0.5342715663278603,4.3111806098514505,Total de réceptions Plus/Moins(Incl. Prolongations),4502055100,id1400003171515794
BAL Ravens vs. NO Saints,Juwan Johnson,playertotals-receptions,Over,3.5,Juwan Johnson (NO) Plus de 3.5,1.8334,"Johnson, Juwan",1.68,1.7601809954751133,0.5681233933161953,4.159742930591248,Total de réceptions Plus/Moins(Incl. Prolongations),4496718142,id1400003171515780
NE Patriots	 vs. PIT Steelers,Drake Maye,playertotals-rushattempts,Over,5.5,Drake Maye (NE) Plus de 5.5,2.1,"Maye, Drake",1.934,2.026539278131635,0.49345206914614975,3.6249345206914585,Joueur tentative de gain par la course (prolongations incluses),4496607030,id1400003171515786
ARZ Cardinals vs. SEA Seahawks,Cooper Kupp,playertotals-receptions,Under,2.5,Cooper Kupp (SEA) moins de 2.5,1.7693,"Kupp, Cooper",1.636,1.7144104803493447,0.5832908813041264,3.2016556291390996,Total de réceptions Plus/Moins(Incl. Prolongations),4504859456,id1400003171515798
BAL Ravens vs. NO Saints,Devaughn Vele,playertotals-receptions,Over,3.5,Devaughn Vele (NO) Plus de 3.5,1.8696,"Vele, Devaughn",1.729,1.811737089201878,0.5519564654055454,3.1937807722207667,Total de réceptions Plus/Moins(Incl. Prolongations),4500162462,id1400003171515780
ATL Falcons		 vs. CAR Panthers,Olamide Zaccheaus,playertotals-receptions,Over,1.5,Olamide Zaccheaus (ATL) Plus de 1.5,2.55,"Zaccheaus, Olamide",2.37,2.4831038798498124,0.4027217741935484,2.694052419354831,Total de réceptions Plus/Moins(Incl. Prolongations),4496689621,id1400003171515778
CHI Bears	 vs. MIN Vikings,T.J. Hockenson,playertotals-receptions,Over,3.5,T.J. Hockenson (MIN) Plus de 3.5,2.05,"Hockenson, T.J.",1.909,2.0,0.5,2.499999999999991,Total de réceptions Plus/Moins(Incl. Prolongations),4499059205,id1400003171515782
NY Jets vs. GB Packers,Breece Hall,playertotals-rushattempts,Under,16.5,Breece Hall (NYJ) moins de 16.5,1.9091,"Hall, Breece",1.781,1.8645631067961168,0.5363186670137984,2.3885967196042523,Joueur tentative de gain par la course (prolongations incluses),4512292729,id1400003171515788
NY Jets vs. GB Packers,Tucker Kraft,playertotals-receptions,Under,3.5,Tucker Kraft (GB) moins de 3.5,2.15,"Kraft, Tucker",2.02,2.1141753998896853,0.47299765196973653,1.69449517349336,Total de réceptions Plus/Moins(Incl. Prolongations),4497177986,id1400003171515788
KC Chiefs vs. IND Colts,Daniel Jones,playertotals-passattempts,Under,32.5,Daniel Jones (IND) moins de 32.5,1.9091,"Jones, Daniel",1.793,1.878921568627451,0.5322201930602661,1.6061570571354045,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4502109290,id1400003171515804
TEN Titans vs. PHI Eagles,Dallas Goedert,playertotals-receptions,Over,3.5,Dallas Goedert (PHI) Plus de 3.5,1.7693,"Goedert, Dallas",1.662,1.7419642857142854,0.5740645822655049,1.5692465402358025,Total de réceptions Plus/Moins(Incl. Prolongations),4497153058,id1400003171515792
CHI Bears	 vs. MIN Vikings,Caleb Williams,playertotals-rushyards,Under,27.5,Caleb Williams (CHI) moins de 27.5,1.8,"Williams, Caleb",1.694,1.7770642201834863,0.5627258647392875,1.2906556530717594,Total de yards à la course du joueur Plus/Moins (Incl. Prolongations),4500592908,id1400003171515782
DEN Broncos	 vs. JAX Jaguars,Adam Trautman,playertotals-receptions,Under,1.5,Adam Trautman (DEN) moins de 1.5,1.5556,"Trautman, Adam",1.467,1.5373626373626372,0.6504646175839887,1.1862759113652865,Total de réceptions Plus/Moins(Incl. Prolongations),4502055294,id1400003171515794
NY Jets vs. GB Packers,Kenyon Sadiq,playertotals-receptions,Over,2.5,Kenyon Sadiq (NYJ) Plus de 2.5,2.1,"Sadiq, Kenyon",1.98,2.076086956521739,0.48167539267015713,1.1518324607330044,Total de réceptions Plus/Moins(Incl. Prolongations),4500830336,id1400003171515788
ATL Falcons		 vs. CAR Panthers,Tommy Tremble,playertotals-receptions,Under,1.5,Tommy Tremble (CAR) moins de 1.5,2.15,"Tremble, Tommy",2.04,2.1333333333333337,0.46874999999999994,0.7812499999999778,Total de réceptions Plus/Moins(Incl. Prolongations),4496690134,id1400003171515778
