match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
BAL Ravens vs. NO Saints,Juwan Johnson,playertotals-receptions,Over,3.5,Juwan Johnson (NO) Plus de 3.5,1.8696,"Johnson, Juwan",1.666,1.760730593607306,0.5679460580912863,6.18319502074689,Total de réceptions Plus/Moins(Incl. Prolongations),4496718142,id1400003171515780
ATL Falcons		 vs. CAR Panthers,Olamide Zaccheaus,playertotals-receptions,Over,1.5,Olamide Zaccheaus (ATL) Plus de 1.5,2.3,"Zaccheaus, Olamide",2.08,2.1988472622478388,0.45478374836172997,4.600262123197885,Total de réceptions Plus/Moins(Incl. Prolongations),4496689621,id1400003171515778
NE Patriots	 vs. PIT Steelers,Drake Maye,playertotals-rushattempts,Over,5.5,Drake Maye (NE) Plus de 5.5,2.1,"Maye, Drake",1.909,2.0170484816196055,0.49577390385631276,4.1125198098256766,Joueur tentative de gain par la course (prolongations incluses),4496607030,id1400003171515786
NE Patriots	 vs. PIT Steelers,Rico Dowdle,playertotals-receptions,Over,2.5,Rico Dowdle (PIT) Plus de 2.5,2.1,"Dowdle, Rico",1.909,2.021401819154628,0.4947061937533086,3.8883006881948123,Total de réceptions Plus/Moins(Incl. Prolongations),4496605355,id1400003171515786
BAL Ravens vs. NO Saints,Tyler Shough,playertotals-interceptions,Under,0.5,Tyler Shough (NOS) moins de 0.5,2.0,"Shough, Tyler",1.826,1.9311575726670063,0.5178241351993663,3.564827039873264,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4523824213,id1400003171515780
DEN Broncos	 vs. JAX Jaguars,Bo Nix,playertotals-passattempts,Over,33.5,Bo Nix (DEN) Plus de 33.5,1.8696,"Nix, Bo",1.709,1.8061320754716983,0.5536693653695481,3.514024549490724,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4504692600,id1400003171515794
SF 49ers		 vs. MIA Dolphins,Malik Washington,playertotals-receptions,Over,3.5,Malik Washington (MIA) Plus de 3.5,2.05,"Washington, Malik",1.877,1.9832372970141434,0.5042260961436873,3.3663497094558847,Total de réceptions Plus/Moins(Incl. Prolongations),4497702816,id1400003171515802
NY Jets vs. GB Packers,Mason Taylor,playertotals-receptions,Over,2.5,Mason Taylor (NYJ) Plus de 2.5,2.1,"Taylor, Mason",1.925,2.0338345864661656,0.49168207024029575,3.2532347504621084,Total de réceptions Plus/Moins(Incl. Prolongations),4500148690,id1400003171515788
ARZ Cardinals vs. SEA Seahawks,Cooper Kupp,playertotals-receptions,Under,2.5,Cooper Kupp (SEA) moins de 2.5,1.7693,"Kupp, Cooper",1.625,1.7158590308370043,0.582798459563543,3.1145314505776733,Total de réceptions Plus/Moins(Incl. Prolongations),4504859456,id1400003171515798
NY Jets vs. GB Packers,Jayden Reed,playertotals-receptions,Over,3.5,Jayden Reed (GB) Plus de 3.5,2.15,"Reed, Jayden",1.98,2.0921125206839495,0.47798576324808856,2.7669390983390274,Total de réceptions Plus/Moins(Incl. Prolongations),4497177557,id1400003171515788
LA Rams vs. NY Giants,Isaiah Likely,playertotals-receptions,Under,4.5,Isaiah Likely (NYG) moins de 4.5,1.8696,"Likely, Isaiah",1.724,1.8209523809523809,0.549163179916318,2.6715481171548205,Total de réceptions Plus/Moins(Incl. Prolongations),4500437429,id1400003171515806
DEN Broncos	 vs. JAX Jaguars,Adam Trautman,playertotals-receptions,Under,1.5,Adam Trautman (DEN) moins de 1.5,1.5715,"Trautman, Adam",1.454,1.5365313653136534,0.6508165225744476,2.2758165225744253,Total de réceptions Plus/Moins(Incl. Prolongations),4502055294,id1400003171515794
BAL Ravens vs. NO Saints,Travis Etienne Jr.,playertotals-rushattempts,Over,10.5,Travis Etienne Jr. (NO) Plus de 10.5,1.9524,"Etienne Jr., Travis",1.813,1.9156565656565658,0.5220142367519114,1.9180595834431768,Joueur tentative de gain par la course (prolongations incluses),4504598060,id1400003171515780
SF 49ers		 vs. MIA Dolphins,Brock Purdy,playertotals-tdpasses,Under,1.5,Brock Purdy (SF) moins de 1.5,2.6,"Purdy, Brock",2.42,2.5562700964630225,0.39119496855345914,1.7106918238993796,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497120967,id1400003171515802
HOU Texans vs. CIN Bengals,Kayshon Boutte,playertotals-receptions,Under,2.5,Kayshon Boutte (HOU) moins de 2.5,2.25,"Boutte, Kayshon",2.1,2.2216404886561953,0.4501178318931658,1.2765121759622966,Total de réceptions Plus/Moins(Incl. Prolongations),4496633279,id1400003171515784
ATL Falcons		 vs. CAR Panthers,Drake London,playertotals-receptions,Under,4.5,Drake London (ATL) moins de 4.5,2.1,"London, Drake",1.961,2.073932092004381,0.48217586480063374,1.256931608133094,Total de réceptions Plus/Moins(Incl. Prolongations),4496690216,id1400003171515778
HOU Texans vs. CIN Bengals,Joe Burrow,playertotals-rushattempts,Over,2.5,Joe Burrow (CIN) Plus de 2.5,1.8696,"Burrow, Joe",1.751,1.8499999999999999,0.5405405405405406,1.0594594594594664,Joueur tentative de gain par la course (prolongations incluses),4496632306,id1400003171515784
NE Patriots	 vs. PIT Steelers,D.K. Metcalf,playertotals-receptions,Under,4.5,D.K. Metcalf (PIT) moins de 4.5,1.8696,"Metcalf, DK",1.757,1.8570731707317074,0.538481744155503,0.6745468873128324,Total de réceptions Plus/Moins(Incl. Prolongations),4496605429,id1400003171515786
LA Chargers	 vs. LV Raiders,Jalen Nailor,playertotals-receptions,Over,2.5,Jalen Nailor (LV) Plus de 2.5,1.8,"Nailor, Jalen",1.694,1.791588785046729,0.5581637976004173,0.46948356807512415,Total de réceptions Plus/Moins(Incl. Prolongations),4497118537,id1400003171515796
HOU Texans vs. CIN Bengals,Ja'Marr Chase,playertotals-receptions,Over,6.5,Ja'Marr Chase (CIN) Plus de 6.5,1.9524,"Chase, Ja'Marr",1.84,1.9469891919711788,0.5136135342320909,0.27790642347342853,Total de réceptions Plus/Moins(Incl. Prolongations),4505928552,id1400003171515784
BAL Ravens vs. NO Saints,Devaughn Vele,playertotals-receptions,Over,3.5,Devaughn Vele (NO) Plus de 3.5,1.7693,"Vele, Devaughn",1.671,1.7665137614678899,0.5660867307192937,0.15772526616464333,Total de réceptions Plus/Moins(Incl. Prolongations),4500162462,id1400003171515780
NE Patriots	 vs. PIT Steelers,Hunter Henry,playertotals-receptions,Under,3.5,Hunter Henry (NE) moins de 3.5,1.8334,"Henry, Hunter",1.735,1.8341346153846152,0.54521625163827,-0.040052424639580586,Total de réceptions Plus/Moins(Incl. Prolongations),4496604982,id1400003171515786
DEN Broncos	 vs. JAX Jaguars,Courtland Sutton,playertotals-receptions,Under,3.5,Courtland Sutton (DEN) moins de 3.5,1.8696,"Sutton, Courtland",1.775,1.8743842364532017,0.5335085413929042,-0.25524310118264504,Total de réceptions Plus/Moins(Incl. Prolongations),4502055100,id1400003171515794
HOU Texans vs. CIN Bengals,C.J. Stroud,playertotals-passattempts,Over,30.5,C.J. Stroud (HOU) Plus de 30.5,1.8696,"Stroud, C.J.",1.775,1.8787128712871288,0.5322793148880105,-0.4850592885375593,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4516630474,id1400003171515784
LA Rams vs. NY Giants,Malachi Fields,playertotals-receptions,Over,2.5,Malachi Fields (NYG) Plus de 2.5,2.25,"Fields, Malachi",2.14,2.2632821723730814,0.4418362023995827,-0.5868544600938885,Total de réceptions Plus/Moins(Incl. Prolongations),4500150597,id1400003171515806
ARZ Cardinals vs. SEA Seahawks,Jeremiyah Love,playertotals-receptions,Over,2.5,Jeremiyah Love (ARI) Plus de 2.5,1.8,"Love, Jeremiyah",1.714,1.8123222748815166,0.5517782426778243,-0.6799163179916246,Total de réceptions Plus/Moins(Incl. Prolongations),4497113129,id1400003171515798
ARZ Cardinals vs. SEA Seahawks,Drew Lock,playertotals-tdpasses,Under,1.5,Drew Lock (SEA) moins de 1.5,1.5715,"Lock, Drew",1.497,1.5824902723735408,0.6319154167691173,-0.6944922547332144,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497735945,id1400003171515798
DAL Cowboys vs. WAS Commanders,Jake Ferguson,playertotals-receptions,Over,3.5,Jake Ferguson (DAL) Plus de 3.5,2.1,"Ferguson, Jake",2.01,2.1210262130507527,0.47146989219037605,-0.9913226400210307,Total de réceptions Plus/Moins(Incl. Prolongations),4497678744,id1400003171515800
NE Patriots	 vs. PIT Steelers,Romeo Doubs,playertotals-receptions,Over,3.5,Romeo Doubs (NE) Plus de 3.5,2.1,"Doubs, Romeo",2.01,2.1210262130507527,0.47146989219037605,-0.9913226400210307,Total de réceptions Plus/Moins(Incl. Prolongations),4508875699,id1400003171515786
NE Patriots	 vs. PIT Steelers,Drake Maye,playertotals-tdpasses,Under,1.5,Drake Maye (NE) moins de 1.5,1.7693,"Maye, Drake",1.694,1.7879069767441862,0.5593132154006243,-1.0407127991675424,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4496606975,id1400003171515786
NE Patriots	 vs. PIT Steelers,Germie Bernard,playertotals-receptions,Under,1.5,Germie Bernard (PIT) moins de 1.5,2.0,"Bernard, Germie",1.909,2.021401819154628,0.4947061937533086,-1.0587612493382803,Total de réceptions Plus/Moins(Incl. Prolongations),4496607274,id1400003171515786
